field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
comment,,,,YES,,text,,,,
seqid,,,,YES,,character varying,,255.0,,
source,,,,YES,,character varying,,255.0,,
feature,,,,YES,,character varying,,255.0,,
start,,,,YES,,integer,,,,
stop,,,,YES,,integer,,,,
score,,,,YES,,double precision,,,,
strand,,,,YES,,character varying,,255.0,,
phase,,,,YES,,integer,,,,
attr_id,,,,YES,,character varying,,255.0,,
attr_dbxref_taxon,,,,YES,,text,,,,
attr_dbxref_geneid,,,,YES,,text,,,,
attr_dbxref_genbank,,,,YES,,text,,,,
attr_dbxref_hgnc,,,,YES,,text,,,,
attr_dbxref_unists,,,,YES,,text,,,,
attr_dbxref_mirbase,,,,YES,,text,,,,
attr_dbxref_hprd,,,,YES,,text,,,,
attr_dbxref_ccds,,,,YES,,text,,,,
attr_dbxref_mim,,,,YES,,text,,,,
attr_dbxref_imgt_gene_db,,,,YES,,text,,,,
attr_dbxref_imgt_ligm,,,,YES,,text,,,,
attr_chromosome,,,,YES,,text,,,,
attr_gbkey,,,,YES,,text,,,,
attr_genome,,,,YES,,text,,,,
attr_mol_type,,,,YES,,text,,,,
attr_name,,,,YES,,text,,,,
attr_gene,,,,YES,,text,,,,
attr_pseudo,,,,YES,,text,,,,
attr_parent,,,,YES,,text,,,,
attr_exception,,,,YES,,text,,,,
attr_exon_number,,,,YES,,text,,,,
attr_product,,,,YES,,text,,,,
attr_transcript_id,,,,YES,,text,,,,
attr_protein_id,,,,YES,,text,,,,
attr_gene_synonym,,,,YES,,text,,,,
attr_ncrna_class,,,,YES,,text,,,,
attr_note,,,,YES,,text,,,,
attr_partial,,,,YES,,text,,,,
attr_anticodon,,,,YES,,text,,,,
attr_transl_except,,,,YES,,text,,,,
attr_target,,,,YES,,text,,,,
attr_e_value,,,,YES,,text,,,,
attr_bit_score,,,,YES,,text,,,,
attr_num_ident,,,,YES,,text,,,,
attr_blast_aligner,,,,YES,,text,,,,
attr_pct_identity_gap,,,,YES,,text,,,,
attr_num_mismatch,,,,YES,,text,,,,
attr_pct_identity_ungap,,,,YES,,text,,,,
attr_gap_count,,,,YES,,text,,,,
attr_pct_coverage,,,,YES,,text,,,,
attr_pct_identity_gapopen_only,,,,YES,,text,,,,
attr_common_component,,,,YES,,text,,,,
attr_filter_score,,,,YES,,text,,,,
attr_weighted_identity,,,,YES,,text,,,,
attr_rank,,,,YES,,text,,,,
attr_assembly_bases_seq,,,,YES,,text,,,,
attr_assembly_bases_aln,,,,YES,,text,,,,
attr_for_remapping,,,,YES,,text,,,,
attr_matched_bases,,,,YES,,text,,,,
attr_matchable_bases,,,,YES,,text,,,,
attr_splign,,,,YES,,text,,,,
attr_idty,,,,YES,,text,,,,
attr_gap,,,,YES,,text,,,,
attr_map,,,,YES,,text,,,,
attr_merge_aligner,,,,YES,,text,,,,
attr_lxr_locacc_currstat_35,,,,YES,,text,,,,
attr_country,,,,YES,,text,,,,
attr_is_circular,,,,YES,,text,,,,
attr_isolation_source,,,,YES,,text,,,,
attr_note_2,,,,YES,,text,,,,
attr_tissue_type,,,,YES,,text,,,,
attr_codons,,,,YES,,text,,,,
attr_transl_table,,,,YES,,text,,,,
