field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
name,,,,YES,,character varying,,,,
barcode,,,,YES,,character varying,,,,
workflow_state,,,,YES,,character varying,,,,
concentration_ul,,,,YES,,double precision,,,,
volume_ul,,,,YES,,double precision,,,,
readout_sequence_id,,,,YES,,integer,,,,readout_sequences
gene_panel_oligo_pool_instance_id,,,,YES,,integer,,,,gene_panel_oligo_pool_instances
type,,,,NO,,character varying,,,,
created_at,,,,NO,,timestamp without time zone,,,,
updated_at,,,,NO,,timestamp without time zone,,,,
concentrate_name,,,,YES,,character varying,,,,
fluorophore_id,,,,YES,,integer,,,,fluorophores
gene_panel_probe_set_id,,,,YES,,integer,,,,gene_panel_probe_sets
mpcr_name,,,,YES,,character varying,,,,
mpcr_date,,,,YES,,date,,,,
mpcr_oligo_pool_ul,,,,YES,,double precision,,,,
mpcr_oligo_pool_pmol,,,,YES,,double precision,,,,
mpcr_oligo_pool_ng,,,,YES,,double precision,,,,
mpcr_f_primer,,,,YES,,character varying,,,,
mpcr_f_primer_pmol,,,,YES,,double precision,,,,
mpcr_r_primer,,,,YES,,character varying,,,,
mpcr_r_primer_pmol,,,,YES,,double precision,,,,
mpcr_rxnvol_ul,,,,YES,,double precision,,,,
mpcr_cycle_count,,,,YES,,double precision,,,,
mpcr_annealing_temp,,,,YES,,double precision,,,,
mpcr_elution_vol_ul,,,,YES,,double precision,,,,
mpcr_quant_method,,,,YES,,character varying,,,,
mpcr_yield_ng,,,,YES,,double precision,,,,
mpcr_ng_ul,,,,YES,,double precision,,,,
mpcr_size_bp,,,,YES,,double precision,,,,
mpcr_electropherosis_method,,,,YES,,character varying,,,,
mivt_name,,,,YES,,character varying,,,,
mivt_date,,,,YES,,character varying,,,,
mivt_input_ng,,,,YES,,double precision,,,,
mivt_input_vol_ul,,,,YES,,double precision,,,,
mivt_rxnvol_ul,,,,YES,,double precision,,,,
mivt_quant_method,,,,YES,,character varying,,,,
mivt_size_bp,,,,YES,,double precision,,,,
mivt_ng_ul,,,,YES,,double precision,,,,
mivt_yield_ug,,,,YES,,double precision,,,,
mivt_electropherosis_method,,,,YES,,character varying,,,,
gpp_name,,,,YES,,character varying,,,,
gpp_date,,,,YES,,date,,,,
gpp_input_ug,,,,YES,,double precision,,,,
gpp_rxnvol_ul,,,,YES,,double precision,,,,
gpp_quant_method,,,,YES,,character varying,,,,
gpp_ng_ul,,,,YES,,double precision,,,,
gpp_yield_ug,,,,YES,,double precision,,,,
gpp_size_bp,,,,YES,,double precision,,,,
gpp_electropherosis_method,,,,YES,,character varying,,,,
gpp_resuspension_buffer,,,,YES,,character varying,,,,
gpp_resp_buffer_batch,,,,YES,,character varying,,,,
gpp_resuspension_vol_ul,,,,YES,,double precision,,,,
gpp_aliquot_concentration_mm,,,,YES,,double precision,,,,
gpp_aliquot_count,,,,YES,,double precision,,,,
comment,,,,YES,,text,,,,
zhuang_readout,,,,YES,,character varying,,,,
sanctioned_for_barcode_panels,,,,YES,,boolean,,,FALSE,
user_id,,,,YES,,integer,,,,users
archived,,,,YES,,boolean,,,FALSE,
