field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
percent_reads_aligned_total,,,,YES,,double precision,,,,
type,,,,YES,,character varying,,255.0,,
storage_directory,,,,YES,,character varying,,255.0,,
reference_genome_id,,,,YES,,integer,,,,reference_genomes
project_id,,,,YES,,integer,,,,projects
executable_id,,,,YES,,integer,,,,executables
created_at,,,,NO,,timestamp without time zone,,,,
updated_at,,,,NO,,timestamp without time zone,,,,
percent_reads_aligned_to_coding_mtrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_non_coding_mtrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_trna,,,,YES,,double precision,,,,
percent_reads_aligned_to_rrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_coding_mrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_non_coding_mrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_genome_only,,,,YES,,double precision,,,,
percent_reads_aligned_to_synthetic_constructs,,,,YES,,double precision,,,,
percent_reads_aligned_to_mrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_ncrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_mt_mrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_mt_rrna,,,,YES,,double precision,,,,
percent_reads_aligned_to_mt_trna,,,,YES,,double precision,,,,
percent_reads_aligned_to_mt_other_ncrna,,,,YES,,double precision,,,,
total_reads,,,,YES,,integer,,,,
percent_reads_aligned_to_ecoli,,,,YES,,double precision,,,,
percent_reads_aligned_to_exons,,,,YES,,double precision,,,,
percent_reads_aligned_to_mt_exons,,,,YES,,double precision,,,,
percent_reads_aligned_to_introns,,,,YES,,double precision,,,,
percent_reads_aligned_to_intergenic,,,,YES,,double precision,,,,
percent_reads_aligned_unique,,,,YES,,double precision,,,,
complexity_aatt,,,,YES,,double precision,,,,
complexity_acgt,,,,YES,,double precision,,,,
complexity_agct,,,,YES,,double precision,,,,
complexity_at,,,,YES,,double precision,,,,
complexity_catg,,,,YES,,double precision,,,,
complexity_ccgg,,,,YES,,double precision,,,,
complexity_cg,,,,YES,,double precision,,,,
complexity_gatc,,,,YES,,double precision,,,,
complexity_gc,,,,YES,,double precision,,,,
complexity_ta,,,,YES,,double precision,,,,
analysis_run_container_id,,,,YES,,integer,,,,analysis_run_containers
percent_reads_aligned_to_rrna_rmsk,,,,YES,,double precision,,,,
percent_reads_aligned_to_trna_rmsk,,,,YES,,double precision,,,,
aggregated,,,,YES,,boolean,,,FALSE,
