field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
name,,,,YES,,character varying,,255.0,,
organism_id,,,,YES,,integer,,,,organisms
specimen_preparation_method_id,,,,YES,,integer,,,,specimen_preparation_methods
plane_of_section_id,,,,YES,,integer,,,,plane_of_sections
age_id,,,,YES,,integer,,,,ages
days_lower_bound,,,,YES,,double precision,,,,
days_upper_bound,,,,YES,,double precision,,,,
anatomy,,,,YES,,character varying,,32.0,,
model_path,,,,YES,,text,,,,
storage_directory,,,,YES,,character varying,,255.0,,
project_id,,,,YES,,integer,,,,projects
created_at,,,,YES,,timestamp without time zone,,,,
updated_at,,,,YES,,timestamp without time zone,,,,
