field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
name,,,,YES,,character varying,,255.0,,
cn_number,,,,YES,,integer,,,,
storage_directory,,,,YES,,character varying,,255.0,,
gene_id,,,,YES,,integer,,,,genes
gene_terminus_id,,,,YES,,integer,,,,gene_termini
engineering_step_component_design_id,,,,YES,,integer,,,,engineering_step_component_designs
engineering_step_component_assembly_id,,,,YES,,integer,,,,engineering_step_component_assemblies
nuclease_id,,,,YES,,integer,,,,nucleases
sequence_id,,,,YES,,integer,,,,sequences
well_known_file_id,,,,YES,,integer,,,,well_known_files
created_at,,,,NO,,timestamp without time zone,,,,
updated_at,,,,NO,,timestamp without time zone,,,,
