field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
specimen_id,,,,YES,,integer,,,,specimens
manual,,,,YES,,boolean,,,,
user_id,,,,YES,,integer,,,,users
superseded,,,,YES,,boolean,,,,
scale_factor_x,,,,YES,,double precision,,,,
scale_factor_y,,,,YES,,double precision,,,,
scale_factor_z,,,,YES,,double precision,,,,
created_at,,,,YES,,timestamp without time zone,,,,
updated_at,,,,YES,,timestamp without time zone,,,,
number_nodes,,,,YES,,integer,,,,
soma_surface,,,,YES,,double precision,,,,
number_stems,,,,YES,,integer,,,,
number_bifurcations,,,,YES,,integer,,,,
number_branches,,,,YES,,integer,,,,
number_tips,,,,YES,,integer,,,,
overall_width,,,,YES,,double precision,,,,
overall_height,,,,YES,,double precision,,,,
overall_depth,,,,YES,,double precision,,,,
average_diameter,,,,YES,,double precision,,,,
total_length,,,,YES,,double precision,,,,
total_surface,,,,YES,,double precision,,,,
total_volume,,,,YES,,double precision,,,,
max_euclidean_distance,,,,YES,,double precision,,,,
max_path_distance,,,,YES,,double precision,,,,
max_branch_order,,,,YES,,integer,,,,
average_contraction,,,,YES,,double precision,,,,
average_fragmentation,,,,YES,,double precision,,,,
average_parent_daughter_ratio,,,,YES,,double precision,,,,
average_bifurcation_angle_local,,,,YES,,double precision,,,,
average_bifurcation_angle_remote,,,,YES,,double precision,,,,
hausdorff_dimension,,,,YES,,double precision,,,,
nodes_over_branches,,,,YES,,double precision,,,,
reconstruction_type_id,,,,YES,,integer,,,,reconstruction_types
parent_id,,,,YES,,integer,,,,neuron_reconstructions
em_soma_cell_id,,,,YES,,bigint,,,,
em_segmentation_cell_id,,,,YES,,bigint,,,,
soma_x,,,,YES,,integer,,,,
soma_y,,,,YES,,integer,,,,
soma_z,,,,YES,,integer,,,,
