field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
name,,,,NO,,character varying,,255.0,,
organism_id,,,,NO,,integer,,,,organisms
created_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
updated_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
entrez_id,,,,YES,,integer,,,,
gene_symbol,,,,NO,,character varying,,255.0,,
chromosome_id,,,,YES,,integer,,,,chromosomes
homologene_group_id,,,,YES,,integer,,,,homologene_groups
type,,,,NO,,character varying,,255.0,,molbio_authorities
legacy_ensembl_gene_id,,,,YES,,integer,,,,
ensembl_id,,,,YES,,character varying,,255.0,,
current_name,,,,YES,,character varying,,255.0,,
current_gene_symbol,,,,YES,,character varying,,255.0,,
version_status,,,,YES,,character varying,,255.0,,
genomic_reference_update_id,,,,YES,,integer,,,,genomic_reference_updates
reference_genome_id,,,,YES,,integer,,,,reference_genomes
