field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
comment,,,,YES,,text,,,,
seqid,,,,YES,,character varying,,255.0,,
source,,,,YES,,character varying,,255.0,,
feature,,,,YES,,character varying,,255.0,,
start,,,,YES,,integer,,,,
stop,,,,YES,,integer,,,,
score,,,,YES,,double precision,,,,
strand,,,,YES,,character varying,,255.0,,
phase,,,,YES,,integer,,,,
attr_id,,,,YES,,text,,,,
attr_dbxref_taxon,,,,YES,,text,,,,
attr_dbxref_geneid,,,,YES,,text,,,,
attr_dbxref_genbank,,,,YES,,text,,,,
attr_chromosome,,,,YES,,text,,,,
attr_country,,,,YES,,text,,,,
attr_gbkey,,,,YES,,text,,,,
attr_genome,,,,YES,,text,,,,
attr_isolate,,,,YES,,text,,,,
attr_mol_type,,,,YES,,text,,,,
attr_note,,,,YES,,text,,,,
attr_sex,,,,YES,,text,,,,
attr_name,,,,YES,,text,,,,
attr_gene,,,,YES,,text,,,,
attr_parent,,,,YES,,text,,,,
attr_product,,,,YES,,text,,,,
attr_transcript_id,,,,YES,,text,,,,
attr_protein_id,,,,YES,,text,,,,
attr_note2,,,,YES,,text,,,,
attr_pseudo,,,,YES,,text,,,,
attr_exception,,,,YES,,text,,,,
attr_exon_number,,,,YES,,text,,,,
attr_partial,,,,YES,,text,,,,
attr_ncrna_class,,,,YES,,text,,,,
attr_transl_except,,,,YES,,text,,,,
attr_anticodon,,,,YES,,text,,,,
attr_target,,,,YES,,text,,,,
attr_splign,,,,YES,,text,,,,
attr_idty,,,,YES,,text,,,,
attr_gap,,,,YES,,text,,,,
attr_e_value,,,,YES,,text,,,,
attr_bit_score,,,,YES,,text,,,,
attr_num_ident,,,,YES,,text,,,,
attr_blast_aligner,,,,YES,,text,,,,
attr_pct_identity,,,,YES,,text,,,,
attr_num_mismatch,,,,YES,,text,,,,
attr_gap_count,,,,YES,,text,,,,
attr_pct_coverage,,,,YES,,text,,,,
attr_common_component,,,,YES,,text,,,,
attr_filter_score,,,,YES,,text,,,,
attr_weighted_identity,,,,YES,,text,,,,
attr_rank,,,,YES,,text,,,,
attr_locus_rank,,,,YES,,text,,,,
attr_map,,,,YES,,text,,,,
attr_merge_aligner,,,,YES,,text,,,,
