field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
start_pos,,,,NO,,integer,,,,
stop_pos,,,,NO,,integer,,,,
chromosome_id,,,,NO,,integer,,,,chromosomes
reference_genome_id,,,,NO,,integer,,,,reference_genomes
parent_locus_id,,,,YES,,integer,,,,genome_loci
genomic_feature_id,,,,YES,,integer,,,,
genomic_feature_type,,,,YES,,character varying,,255.0,,
created_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
updated_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
