field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
name,,,,YES,,character varying,,255.0,,
is_pooled,,,,YES,,boolean,,,,
failed,,,,YES,,boolean,,,,
cell_sample_id,,,,YES,,integer,,,,
gene_id,,,,YES,,integer,,,,genes
storage_directory,,,,YES,,character varying,,255.0,,
created_at,,,,NO,,timestamp without time zone,,,,
updated_at,,,,NO,,timestamp without time zone,,,,
southern_off_target_integration,,,,YES,,boolean,,,FALSE,
southern_on_target_integration,,,,YES,,boolean,,,FALSE,
five_junction,,,,YES,,boolean,,,FALSE,
three_junction,,,,YES,,boolean,,,FALSE,
wild_type,,,,YES,,boolean,,,FALSE,
sequenced_junction,,,,YES,,boolean,,,FALSE,
