field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,YES,,integer,,,,
probe_template_id,,,,YES,,integer,,,,
probe_id,,,,YES,,integer,,,,
probe_name,,,,YES,,character varying,,255.0,,
current_transcript_version_id,,,,YES,,integer,,,,
current_gi,,,,YES,,integer,,,,
current_acc_num,,,,YES,,text,,,,
current_gene_id,,,,YES,,integer,,,,
current_entrez_id,,,,YES,,integer,,,,
current_gene_symbol,,,,YES,,character varying,,255.0,,
result_list_order,,,,YES,,integer,,,,
aligned_transcript_version_id,,,,YES,,integer,,,,
aligned_gi,,,,YES,,integer,,,,
aligned_acc_num,,,,YES,,text,,,,
aligned_gene_id,,,,YES,,integer,,,,
aligned_entrez_id,,,,YES,,integer,,,,
aligned_gene_symbol,,,,YES,,character varying,,255.0,,
blast_qstart,,,,YES,,integer,,,,
blast_qend,,,,YES,,integer,,,,
blast_sstart,,,,YES,,integer,,,,
blast_send,,,,YES,,integer,,,,
blast_evalue,,,,YES,,double precision,,,,
blast_bitscore,,,,YES,,integer,,,,
blast_score,,,,YES,,integer,,,,
blast_length,,,,YES,,integer,,,,
blast_pident,,,,YES,,double precision,,,,
blast_nident,,,,YES,,integer,,,,
blast_mismatch,,,,YES,,integer,,,,
blast_positive,,,,YES,,integer,,,,
blast_gaps,,,,YES,,integer,,,,
blast_ppos,,,,YES,,double precision,,,,
